ID,Title of Artwork,Year,Street Address,Address Data,Primary Artist,Type,Current Status,Property Ownership,Agency or Insitution,Stewardship Responsibility,Program ,Artist Assistants ,Architect,Creation/Dedication Date,Arts District,City,State,Zipcode,Location Name,Location Description,Related Property,Indoor/Outdoor Accessible,Medium,Description of Artwork,General Images,Subject (Person),Comments and Notes,Dimensions,Primary Artist Gender,Fabricator,Maintenance/Conservation Notes,Save Outdoor Sculpture file on record,Funding Source,Wikipedia URL,Year Accuracy,osm_id,Council District,Neighborhood,Community Statistical Area (CSA),4 digit UID,Survey,Activity,Activity Notes,Ownership Accuracy,Latitude,Longitude,Modified
1983.006.XXX.JaSan,Cold Spring Outcrop,1983,W. Cold Spring Boulevard at Wabash Avenue,,Jim Sanborn,Sculpture,in place,State of Maryland,Maryland Transit Administration,Maryland Transit Administration,Metro Station Artwork,,,,,Baltimore,MD,21215,West Cold Spring Station (Metro),Metro stop,,Outdoor,limestone,,,,,7 ft. 8 in. x 17 ft. 6 in. x 19 in.,Male,,,checked,,,,way/996947316,District 6,Ashburton,Dorchester/Ashburton,2846,,Condition assessment (1991),"noticeable disfiguring gouges and scrapes (lawn mowers) bird guano, spalling/sloughing",,39.3365639299083,-76.6740263209879,12/8/2022 11:54am
1983.013.XXX.BeBuf,Dromedary Camel,1983,3400 N. Charles Street,,Beniamino Bufano,Sculpture,in place,Private Property,,,,,,,,Baltimore,MD,21218,Bufano Sculpture Garden,,"""Johns Hopkins University, Homewood Campus""",Outdoor,,,,,,,Male,,,,,,,node/9175406356,District 14,Johns Hopkins Homewood,Greater Charles Village/Barclay,4907,,,,,39.331482,-76.621037,12/8/2022 11:54am
1983.014.XXX.BeBuf,Elephant,1983,3400 N. Charles Street,,Beniamino Bufano,Sculpture,in place,Private Property,,,,,,,,Baltimore,MD,21218,Bufano Sculpture Garden,,"""Johns Hopkins University, Homewood Campus""",Outdoor,,,,,,,Male,,,,,,,node/9175401553,District 14,Johns Hopkins Homewood,Greater Charles Village/Barclay,3281,,,,,39.331693,-76.620631,12/8/2022 11:54am
1983.091.MTA.PaAlex,Geometro,1983,217 N. Eutaw,,Patricia Alexander,Mosaic,in place,State of Maryland,Maryland Transit Administration,City of Baltimore - BOPA,Metro Station Artwork,,,,,Baltimore,MD,21201,Lexington Market Station (Metro),Mosaic on faces of beams spanning platform and tracks,,Indoor,ceramic tile,Mosaic tiles in colorful geometric patterns decorating the faces of the beams spanning the platform and metro tracks.,"IMG_7889.JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/Ah9oxhDZvFoD9vqB7aQR_A/rkwJ0Z-EPWC-5HGTEYpCNQZXN3Ge0BelDBglRWSAtgcbIeUOP4EU7ljbjlfrt9vd/QUONEteaeD-xWeQsySpafIltG6WUnf3QAt6AD-zDQ0Q),IMG_7897.JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/njfsv3XYAech_mEujaiPNQ/mnWH23oDmt3a692PsilgVJlj3z37AkvE23QpYFqI5yNPAj6gWqfWR1zh06kQizUC/i5z-GvemplHPBYnuayM_WDk6QnZorrFEaLfH_Wcik3Y),IMG_7886.JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/QD8reGZcgzrTdXhxXJ9Ofg/3Pyi60iMNobwb8gXm_MsvzTl2b16RodYbhzNOQ8uGnX_m48_x5OitEGVOJtsmsZM/skz1vQJ5_l2U95wlyEK1NUW1YLBnMHTKwE9-C6w6xKg),IMG_7893.JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/d0svLO47TxUHcvoQ1oQ2kg/aXhg7vFsguqOyxwbbPN1nG1aJjMEW72lLHWRtFTEF9fbcdq50CO7rQlrcj1TQANx/hENn3IWxA-mEdWOUpAOCZYFFwlh-_hsqcznCFkziRto),METRO%2BBALTO%2BARTISTS%2BGeometro-PAlexander.jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/WJfujBw1iaiaEl7_PSSkMQ/-L3KPjbQfG_twZ4bN16MLkd6vZy2WfgA4IM58iWOYIDeLiEGBuGNWXwlFenRrwfLfH650juCDMZnga4akuSCB44NI2H0q07twJH6VoUlutWCXBkbMzU6UIjhuEjYLf9kc8w4E61eQczJEhZo_VfCOQ/GzXcHV2DWaOjNzrNBnvluu1t6-kQZF3IdQV25s46WJg)",,Site visit to view artwork with artist on 10/9/18 revealed that the artwork was in relatively good condition with only 3 tiles missing from the full piece. The artwork could use a careful and through cleaning for long-term preservation ,,Female,,,,,,,,District 11,Downtown,Downtown/Seton Hill,7420,,,,,39.2920834,-76.6232843,12/8/2022 11:54am
1983.009.PfA.PoMas,Life of Booker T. Washington,1983,1301-1305 McCullough Street,,Pontella Mason,Mural,removed,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,8/1/1983,,Baltimore,MD,21217,Booker T. Washington ES,Interior,Booker T. Washington ES,Indoor,mural,,,,,,Male,,This mural was removed by the school system and remained rolled up in the upper floors of the school. Michael McBride refused to fund the re installation of the artwork,,,,,,District 7,Penn North,Penn North/Reservoir Hill,9024,,Work removed (),This mural was removed by the school system and remained rolled up in the upper floors of the school. Michael McBride refused to fund the re installation of the artwork,,39.31194000000011,-76.64039000000002,12/8/2022 11:54am
1983.001.XXX.StAnt,Neon for Charles Center,1983,32 W. Baltimore Street,,Stephen Antonakas,Sculpture,in place – unconfirmed,Maryland Transit Administration,Maryland Transit Administration,Maryland Transit Administration,Metro Station Artwork,,,,,Baltimore,MD,21202,Charles Center Station (Metro),Indoor/underground above the turnstiles,,Indoor,neon,large red-orange abstract neon shapes,"79c_Antonakas S_1983.JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/JF6A5aypIeV4K69mb7I2Nw/_JHno-M--0SnQIgy-ZSGhH_Kz0gDDdPrmdwfk-_aRmhKFlX5HlWrb3iFBFx9uAbx/qfH93Jw-VOs2c6vTTt9Z4rihnKvs-j1Oh9wOIwmXIY0),79b_Antonakas S_1983.JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/kudOSIMrBsBrLry1EEXEgQ/VAy4oBCoojQj3XH3VJTNGo8y1mHQMjFEXTo3uQrGlRzuuAmizijO5zr5d6MBMxcL/u2Y-UuYJ5ZKWBeGXkReFdtv5DqnXOB7pLw6aYwq8OgM),79a_Antonakas S_1983.JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/EANpKXE_-mYv3_iFkugm_w/pqveCPEGNmFkyN2dT9YLvVBThi7Pqmw2oisLqVPQdo0gwUK90Un2SPcLQivSKEm5/43PXDf6ogIRukcRCQXffuirkIKZpuKCzL35KydZ1qCE),79_Antonakas S_1983.JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/K9sulOGzgiInImsoHJcgKA/WxPOZUii6T-BzwrCL0dcp5g1PnsNzdGOW1I8rMxdXW8X4YWmb87nfzlXtekRe9Y3/BGqePNLz6usgzmApS7XDuRIrGq8y8XrX-Jk9-DWvXsI)",,,,Male,,,,,,,,District 11,Downtown,Downtown/Seton Hill,9424,,Condition assessment (2009),some of the neon has gone out and needs replacing,,39.2893005,-76.6160273,12/8/2022 11:54am
1983.015.XXX.BeBuf,Owl,1983,3400 N. Charles Street,,Beniamino Bufano,Sculpture,in place,Private Property,,,,,,,,Baltimore,MD,21218,Bufano Sculpture Garden,,"""Johns Hopkins University, Homewood Campus""",Outdoor,,,,,,,Male,,,,,,,node/9175396760,District 14,Johns Hopkins Homewood,Greater Charles Village/Barclay,2008,,,,,39.331492,-76.620774,12/8/2022 11:54am
1983.017.XXX.BeBuf,Penguin,1983,3400 N. Charles Street,,Beniamino Bufano,Sculpture,in place,Private Property,,,,,,,,Baltimore,MD,21218,Bufano Sculpture Garden,,"""Johns Hopkins University, Homewood Campus""",Outdoor,,,,,,,Male,,,,,,,node/9175343352,District 14,Johns Hopkins Homewood,Greater Charles Village/Barclay,1748,,,,,39.331656,-76.620593,12/8/2022 11:54am
1983.018.XXX.BeBuf,Ram,1983,3400 N. Charles Street,,Beniamino Bufano,Sculpture,in place,Private Property,,,,,,,,Baltimore,MD,21218,Bufano Sculpture Garden,,"""Johns Hopkins University, Homewood Campus""",Outdoor,,,,,,,Male,,,,,,,node/9175410732,District 14,Johns Hopkins Homewood,Greater Charles Village/Barclay,7665,,,,,39.331577,-76.620819,12/8/2022 11:54am
517,Relay,1983,2501 Pennsylvania Avenue,Missing,E. Marc Treib,Sculpture,,State of Maryland,Maryland Transit Administration,Maryland Transit Administration,Metro Station Artwork,,,,,Baltimore,MD,21207,Penn-North Station (Metro),,,Indoor,painted aluminum,,,,,,Male,,,,,,,,District 7,Penn North,Sandtown-Winchester/Harlem Park,9590,,,,,39.30998007135307,-76.64248791811279,12/8/2022 11:54am
1983.004.XXX.GrMor,Rogers Avenue,1983,4300 Hayward Avenue,,Greg Moring,Sculpture,in place,State of Maryland,Maryland Transit Administration,Maryland Transit Administration,Metro Station Artwork,,,,,Baltimore,MD,21215,Rogers Avenue Station (Metro),Outside subway station,,Outdoor,corten steel,,METRO BALTO ARTISTS Weathering Steel-GMoring.jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/XU1BSgdW-O6uYzyKT6SEjQ/qWly5RYKkg_HvCVACC7g7pOdZsXhSSR6tHL27OGrvDC2lzZm3B87Y64pAQb_rnqhonXvPZeD7NvKb7M5Hn_Z8RDsFWszl3ZaVPZfmJVx7U4NEuN60H8DoytnH6xVgob0tvwUdZFhac3O_-WLx20obA/GfBQXfCAMdlIaG6C3yoFsbcmC0p6CkwGNSTx3jyYN6Y),,,19 x 14 x 4 ft.,Male,,,checked,,,,,District 5,Arlington,Pimlico/Arlington/Hilltop,9243,,Condition assessment (1991),"grass clippings matted on lower portion of the piece, bird guano, water collects inside, all weilds rusting badly and many have broken open and corroded through, needs immediate attention",,39.34477570964266,-76.69233421579624,12/27/2022 10:03pm
1983.002.XXX.JoFer,Sidney Lake,1983,7200 block of Park Heights Avenue,Block,John D. Ferguson,Sculpture,,,,,,,,,,Baltimore,MD,21208,Park Place,,,,corten steel,,,,,14 ft. x 6 ft. 6 in. x 8 ft. (?),Male,,,checked,,,,,,,,7640,,Condition assessment (1991),"several welds have poped out and water gets inside piece, significant rust around welds, four openings allong the edge of piece, lower edge of uppermost wedge form is the most severe, overgrown plant cover, would benefit from maintenance",,39.3841199999999,-76.72733,12/8/2022 11:56am
1983.019.XXX.BeBuf,Snail,1983,3400 N. Charles Street,,Beniamino Bufano,Sculpture,in place,Private Property,,,,,,,,Baltimore,MD,21218,Bufano Sculpture Garden,,"""Johns Hopkins University, Homewood Campus""",Outdoor,,,,,,,Male,,,,,,,node/9175411291,District 14,Johns Hopkins Homewood,Greater Charles Village/Barclay,8422,,,,,39.331482,-76.621037,12/8/2022 11:54am
1983.007.XXX.JoSch,Two Friends,1983,5001 N. Charles Street,,Jo Ann Schneider,Sculpture,,,,,,,,,,Baltimore,MD,21210,Friends School of Baltimore,Outside lower school,Friends School of Baltimore,Outdoor,"corten steel,slate",,,,,,Female,,,checked,,,,,District 4,Homeland,North Baltimore/Guilford/Homeland,4115,,Condition assessment (1991),"bolts need tightening, slate is loose, very noticeable epoxy repair of crack, spalling at site of holes on eastern element, gouges along top",,39.3545436607787,-76.6237276882726,12/8/2022 11:54am
1983.008.PfA.JaRei,Unknown,1983,621 Wildwood Parkway,,James Earl Reid,Sculpture,"removed – unconfirmed,never installed",Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,3/1/1983,,Baltimore,MD,21229,Wildwood ES (Lyndhurst ES),Exterior,Wildwood ES (Lyndhurst ES),Outdoor,epoxy resin,,,,Cindy Kelly reported that this sculpture was never completed and installed,,Male,,,,,,,,District 8,Edmondson Village,Edmondson Village,7103,,,,,39.29497385622452,-76.68357901548578,12/8/2022 11:54am
1983.003.PfA.WiJoy,Unknown,1983,2301 Gwynns Falls Parkway,,William Joyner,,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21217,Frederick Douglass HS,Interior; hallway of music department,Frederick Douglass HS,Indoor,porcelain enameling iron,,"1983.003.PfA.WiJoy-Photo2015.jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/EB2dZLID1FuMlskb2lTL8g/8pEdszf0xOVpZkfcGkMBtTrc1_dGk5xliai0K5fWMBuG_w5_7B2FhVE8reeFwcHSvgjPEOCl2c2r8L6sq76Fxg/LZK2KIQBzGXirZfCHI0JJLFCHAouXVPijOg6w1RpxMc),1983.003.PfA.WiJoy-Photo2015 (5).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/UadbUBUf_O0dUfonZMxWtA/iRlTzpxvn3jQ-ivOPeeYKuGWi_22ZRUW320a-3PhtVQN284YMio1UUmjz4b1gPYhkXoouBJcDc2zCwuaqvoGiQ/1RJGWKvWAhvsA9no1Z2ueQ3SQAci3Kxtg1NunMJPDno),1983.003.PfA.WiJoy-Photo2015 (4).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/9jCSmwbtqkE3w1b9MmXaQg/L6zdAiSeqFTMbOEUtQBIUmcpVTL9Q8MHGCYJYXD3jDzPMNp5Xiqevw2vJs90EmHDeAtlzXAlAzDj_GuP21jHTg/3OrQup6r3mvOhtQHExKeKMfUAGPtXCQvLhoo9G83cEw),1983.003.PfA.WiJoy-Photo2015 (3).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/MumxSncMN54MbASfH8ReRQ/aC-F48CD56nphC14yK-BirkToshOgKhIHD5XqGlqz2_4YarhobBKbH85qOEmXv6Wmdczd4Z9j7jDSMDnfdWPRw/Y7k4AFrZkkRgBMd9MEwgGnYS7Jdt31KezwTBPmhM6m4),1983.003.PfA.WiJoy-Photo2015 (2).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/5cNImK5-9x_nnoDTZeu97A/6YKAYl6HlUYf8nOYRoBMA0J0N9WRqZ7tCYd8fHOsgQkhD9FZuauaCSXnsOaNFI80CvwmD9wRx5ScmRwmY_aBBw/Wf3wgDv2Q_VVYnZsGwNRQ_e8rytm4mZEc_yERcpvWCo)",,,,Male,,,,,,,,District 7,Mondawmin,Greater Mondawmin,8748,,,,,39.315681672388,-76.6553743821003,12/8/2022 11:54am
177,Uno y Dos,1983,4320 Milford Mill Road,,Norman Kenneth Carlberg,Sculpture,in place,State of Maryland,Maryland Transit Administration,Maryland Transit Administration,Metro Station Artwork,,,,,Pikesville,MD,21208,Milford Mill Station (Metro),,,Outdoor,steel,,,,,12' x 12' x 10',Male,,,,,,,node/9357026330,,,,1376,,,,,39.362537,-76.721446,12/8/2022 11:56am
1983.020.XXX.DaPau,Venter,1983,300 W. Preston Street,,Paul Daniel,Sculpture,in place,State of Maryland,Maryland Transit Administration,Maryland Transit Administration,Metro Station Artwork,,,,,Baltimore,MD,21201,State Center Station (Metro),Above platform,,Indoor,"steel,aluminum",,METRO BALTO ARTISTS Venter-PDaniel.jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/CMxhp7Y234_8sIEJwj2R1w/R1HgPDQdycXg7tPupeM2TW_XGDh_lWDPRiypd5je8nqOTIdQLU0LHXYWXEY_uQJMtGAdmpfDSWDGWIHa-3eFdr8-bAkdedfRLAALWAOEonzLOrBluFNOQvWSrbQosaDE/B9yks5rw5sErv8c3YLnFnWPIhg95bTrSw9tnyX-_1rw),,,,Male,,,,,,,,District 11,Madison Park,Upton/Druid Heights,3228,,,,,39.3024485,-76.6251549,12/8/2022 11:54am
,Baltimore's Best Bull,1982,400 W. Lexington Street,,Ginni Neff,Stained glass,removed,,,,,,,,,Baltimore,MD,21201,Lexington Market,,Lexington Market,Indoor/Outdoor,,,,,,,Female,,,,,,,,District 11,Downtown,Downtown/Seton Hill,,,,,,39.291458,-76.621264,12/8/2022 11:54am
1982.005.XXX.ThTod,McKeldin Square and Cascade,1982,103 E. Pratt Street,,Thomas A. Todd,Sculpture,demolished,,,,,,,,,Baltimore,MD,21202,McKeldin Square,Southeast corner of intersection,,Outdoor,concrete,,,,,,Male,,,,,,,,District 11,Inner Harbor,Inner Harbor/Federal Hill,5320,,,,,39.285988,-76.613093,12/8/2022 11:54am
1982.001.XXX.TyStr,Mythological Boat,1982,700 E. 34th Street,,Tylden Westcott Streett,Sculpture,in place,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",,Ferebee Streett-Thulman,,,,Baltimore,MD,21218,Waverly ES,,Waverly ES,Outdoor,glass-reinforced polyester resin,,1982.001.XXX.TyStr-Photo2015.jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/o6Ye5HxOaGZ_GVT_HpLS2g/7vYvXsg5UTAASPL9X3nXYWj-rWYqCLeVaahzYYZ8eTLyV3u-TbzHGKnBatIjbEQyRwrLbh7jHauqZTcWB4zgVQ/gfn4LanTlmV6OLRE1uGAwtYY3Hdhi0PXom51pbtm_0g),,,11 ft. x 29 ft. x 8 in.,Male,,,checked,,,,,District 14,Waverly,The Waverlies,9340,,Condition assessment (1991),very little care or repair is needed because of materials but would benefit from cleaning,,39.33023146733795,-76.60441386293354,12/8/2022 11:54am
1982.002.PfA.JABen,Nut and Bolt,1982,121 McMechen Street,,J. Arthur Benson,Sculpture,in place,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,9/1/1982,,Baltimore,MD,21217,Mt. Royal Intermediate,Between two buildings,Mt. Royal Intermediate,Outdoor,painted steel,,"1982.002.PfA.JABen-Photo2015.jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/D-i9b1hiaB8onvp6wITDQQ/lsumLZ8NWpM62WPhw6m6GaxiejCQXYuoRYovHJQ6My8yNP45xNtP5OpO1Qx-Ph8MdRMEz2C4MznNKYGHZGL-qw/l7af2sIoLDz7IvJrB7VTTthHYebcnwwbnw-wLC5eOuY),1982.002.PfA.JABen-Photo2015 (3).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/erdpNZXyTHDLG7_WackrWQ/NC5ueScCVgaR8fb-3pz8zrfBs4Vku640hOMLzMfePsWJDtjgTPxeU6DXieRoD_OLB_nRf6ExGmwGZAVV9yClfQ/-0eDpS7J9N30omY_M2pTjOEJ5Nlj5TOFAnjG02TD1Jk)",,,28 ft. x 6 ft. x 28 ft. 6 in.,Male,,,checked,,,,node/9239263273,District 11,Bolton Hill,Midtown,5020,,Condition assessment (1991),"stable and in good condition, chiping paint and graffiti is a problem, not repainted to original color scheme",,39.308833,-76.624497,12/8/2022 11:54am
,Sheila's Song,1982,10 Art Museum Drive,,Anthony Caro,Sculpture,in place,Mayor & City Council,,Baltimore Museum of Art,,,,,,Baltimore,MD,21218,Ryda and Robert H. Levi Sculpture Garden,,Baltimore Museum of Art,Outdoor,steel,,,,,82 1/2 x 115 x 50 in. (209.6 x 292.1 x 127 cm.),Male,,,,,,,node/8761464622,District 14,Johns Hopkins Homewood,Greater Charles Village/Barclay,,,,,,39.326707,-76.618257,12/8/2022 11:54am
