id,osm_id,title,location,type,medium,status,year,creation_dedication_date,primary_artist,primary_artist_gender,street_address,city,state,zipcode,dimensions,program,funding,artist_assistants,architect,fabricator,neighborhood,csa,csa_2020,council_district,legislative_district,location_desc,indoor_outdoor_access,subject_person,related_property,property_ownership,agency_or_insitution,wikipedia_url,work_type,lon,lat
1976.022.BWB.PoMas,NA,"""Abstract Lines and Curves"" [Original Wall of Pride]",Pariser's Bakery - Playground,Mural,painted mural,painted over,1976,NA,Pontella Mason,Male,1601 Carey Street,Baltimore,MD,21217,NA,Beautiful Walls for Baltimore (BOPA),NA,Avon Martin,NA,NA,Sandtown-Winchester,Sandtown-Winchester/Harlem Park,Sandtown-Winchester/Harlem Park,District 7,District 40,Wall facing Cumberland & Carey Park,Outdoor,NA,NA,NA,NA,NA,Mural,-76.64171099999999,39.307998999999995
1975.026.BWB.JaVos,NA,Men Playing Checkers,C & P Parking Lot,Mural,painted mural,missing,1975,NA,James Voshell,Male,2872 W. Franklin Street,Baltimore,MD,21223,NA,Beautiful Walls for Baltimore (BOPA),NA,Pontella Mason,NA,NA,Penrose/Fayette Street Outreach,Greater Rosemont,Greater Rosemont,District 9,District 40,on the back wall of a building no longer there,Outdoor,NA,NA,NA,NA,NA,Mural,-76.66446899999998,39.29366759999999
1975.030.BWB.JaVos,NA,People Engaged in Everyday Life,Department of Social Services - Johnston Square,Mural,painted mural,missing,1975,NA,James Voshell,Male,Oliver & Greenmount Avenue,Baltimore,MD,21202,NA,Beautiful Walls for Baltimore (BOPA),NA,Pontella Mason,NA,NA,Greenmount West,Midtown,Midtown,District 12,District 45,Waiting room interior,Indoor,NA,NA,NA,NA,NA,Mural,-76.6109059,39.306920899999994
1976.032.BWB.RoHie,NA,Historic Views of Baltimore,Clarence Mitchell Courthouse,Mural,painted mural,in place,1976,NA,Robert Hieronimus,Male,100 N. Calvert Street,Baltimore,MD,21202,4' x 24' ,Beautiful Walls for Baltimore (BOPA),NA,"Jennifer Gibbs, Kim Davenport",NA,NA,Downtown,Downtown/Seton Hill,Downtown/Seton Hill,District 11,District 46,restored jury quite room on 2nd floor,Indoor,NA,Clarence Mitchell Courthouse,Mayor & City Council,City of Baltimore,NA,Mural,-76.61327219284716,39.290820617956776
1976.030.BWB.JaAda,NA,[Touch Mural],Maryland School for the Blind,Mural,painted mural,NA,1976,NA,James Adajian,Male,3501 Taylor Avenue,Baltimore,MD,21236,NA,Beautiful Walls for Baltimore (BOPA),NA,Ronald Spencer,NA,NA,Overlea,Harford/Echodale,Hamilton Hills,District 2,District 45,NA,Indoor,NA,NA,NA,NA,NA,Mural,-76.5365337,39.363563899999995
2015.001.AaW.ErSha,NA,Upton Boxing Center Mural,NA,Mural,mural,in place,2015,6/1/2015,"""Ernest Shaw, Jr.""",Male,1901 Pennsylvania Avenue,Baltimore,MD,21217,NA,Art@Work Sandtown (BOPA),NA,"Najee Adams, Courtney Edwards, Ruthvin Elbourne III, Katelyn Evans, Zachiya Gaines, Zanaide Gaines, Audacious Hopkins, Aryon Murphy, Rodregues Ross",NA,NA,Upton,Upton/Druid Heights,Upton/Druid Heights,District 11,District 40,NA,Outdoor,NA,NA,Mayor & City Council,NA,NA,Mural,-76.63677473,39.305411949999986
2015.002.AaW.GaMul,NA,Inspiration,NA,Mural,mural,in place,2015,6/1/2015,Gary Mullen,Male,2411 Pennsylvania Avenue,Baltimore,MD,21217,NA,Art@Work Sandtown (BOPA),NA,"Jovon Coles, Mya Dorsey, Autumn Hughes, Corey Kelly, Destiny Kelly, Tatyanna Pulley, Avery Williams, Briana Williams",NA,NA,Druid Heights,Upton/Druid Heights,Upton/Druid Heights,District 7,District 40,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.64165099999998,39.309620999999986
2015.003.AaW.MeLew,NA,The Thoughts in my Head,NA,Mural,mural,in place,2015,6/1/2015,Megan Lewis,Female,1855 Kavanaugh Street,Baltimore,MD,21217,NA,Art@Work Sandtown (BOPA),NA,"Eric Hendricks III, Talia England, Shamon Hutton, Antoine James Jr., Asia Johnson, Jazz Kearse, Brandon Taylor, Deshawn Battle, Shomar Buie",NA,NA,Sandtown-Winchester,Sandtown-Winchester/Harlem Park,Sandtown-Winchester/Harlem Park,District 7,District 40,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.647688,39.30460399999999
2015.004.AaW.AmShe,NA,The Bridge of Empowerment,NA,Mural,mural,in place,2015,6/1/2015,Amy Sherald,Female,1200 N. Mount Street,Baltimore,MD,21217,NA,Art@Work Sandtown (BOPA),NA,"Aiyana Brown, Angela Davenport, Brenna Firlie, Diamond Floyd, Samirah Franklin, Akia Jones, Tiasia Kees, Jvon Mackel Jr., Tailyn Robinson, Darrel Singletary",NA,NA,Sandtown-Winchester,Sandtown-Winchester/Harlem Park,Sandtown-Winchester/Harlem Park,District 9,District 40,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.644562,39.302499999999995
2015.005.AaW.PaPhi,NA,Baltimore Rising,NA,Mural,mural,in place,2015,6/1/2015,Paula Phillips,Female,1707 Lorman Street,Baltimore,MD,21217,NA,Art@Work Sandtown (BOPA),NA,"Dereek Fields, Raekwon Griffin, Ayden Moore, Donta Paul, Shabrya Pretlow, Kennedy Thomas, Morgan Woods, Troy Gaither, Kornesha Braxton",NA,NA,Sandtown-Winchester,Sandtown-Winchester/Harlem Park,Sandtown-Winchester/Harlem Park,District 7,District 40,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.645294,39.30384
2015.006.AaW.IaRan,NA,Black Leaders,William Mcabee Pool ,Mural,mural,in place,2015,6/1/2015,Iandry Randriamandroso,Male,1323 N. Gilmor Street,Baltimore,MD,21217,NA,Art@Work Sandtown (BOPA),NA,"Decarlo Johnson, Andre Johnson, Dwight Loney, Tykeria Owens, Raquwon Rowell, Destiney Thompson, Serenity Wallace, Dayonna Webb, Shydi Richardson-Griffin",NA,NA,Sandtown-Winchester,Sandtown-Winchester/Harlem Park,Sandtown-Winchester/Harlem Park,District 7,District 40,NA,Outdoor,NA,William Mcabee Pool ,NA,NA,NA,Mural,-76.642511,39.30389999999999
2015.007.AaW.MiTho,NA,Sandtown-Ndebele Mural,NA,Mural,mural,in place,2015,6/1/2015,Mike Thomas,Male,Gilmor and Laurens Streets,Baltimore,MD,21217,NA,Art@Work Sandtown (BOPA),NA,"Talaya Goodwyn, Darius Hance, Deyonta Hosear, Marcus Richardson, Jada Talbert, Kevin Thompson, Arin Waters, Cameron Wiley",NA,NA,Sandtown-Winchester,Sandtown-Winchester/Harlem Park,Sandtown-Winchester/Harlem Park,District 7,District 40,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.643113,39.303302999999985
2015.008.AaW.HeMas,NA,The Oasis,NA,Mural,mural,in place,2015,6/1/2015,Herb Massie,Male,1200 block of N. Stricker Street,Baltimore,MD,21217,NA,Art@Work Sandtown (BOPA),NA,"Tori Brooks, Tonae Brown, Louis Brown, Joshua Degraffinried, JaQuinna Hill, Ty'Kira Jackson, Kierra Ledbetter, Mordecai Wells, Destinee Williams",NA,NA,Sandtown-Winchester,Sandtown-Winchester/Harlem Park,Sandtown-Winchester/Harlem Park,District 9,District 40,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.64176799999998,39.302785
1974.011.WPP.StLoo,NA,NA,NA,Mural,painted mural,painted over,1974,NA,Stephen Loos,Male,2601 E. Baltimore Street,Baltimore,MD,21224,NA,Wall Painting Project,NA,NA,NA,NA,Patterson Park,Canton,Canton,District 1,District 46,NA,NA,NA,NA,NA,NA,NA,Mural,-76.5836527,39.290127999999996
1974.016.WPP.DaWil,NA,NA,NA,Mural,painted mural,demolished,1974,NA,Daniel Williams,Male,Barclay Street and Chase Street,Baltimore,MD,21202,NA,Wall Painting Project,NA,NA,NA,NA,Johnston Square,Greenmount East,Oliver/Johnston Square,District 12,District 45,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.610168,39.30300199999999
1974.015.WPP.NaRos,NA,NA,NA,Mural,painted mural,demolished,1974,NA,Nancy Rosenbush,Female,1112 E. Lanvale Street,Baltimore,MD,21202,NA,Wall Painting Project,NA,NA,NA,NA,Oliver,Greenmount East,Oliver/Johnston Square,District 12,District 45,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.60291789999998,39.30928729999999
1974.019.WPP.NaThu,NA,[Abstract geometric mural],NA,Mural,painted mural,"in place, damaged/disrepair",1974,NA,Nancy Thurlow,Female,1811 McCulloh Street,Baltimore,MD,21217,NA,Wall Painting Project,NA,NA,NA,NA,Madison Park,Upton/Druid Heights,Upton/Druid Heights,District 11,District 40,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.63292599999998,39.30690299999999
1974.018.WPP.RoJoh,NA,NA,NA,Mural,painted mural,"removed, demolished",1974,NA,Robert Johnson,Male,Druid Hill Avenue and Jasper Street,Baltimore,MD,21201,NA,Wall Painting Project,NA,NA,NA,NA,Seton Hill,Downtown/Seton Hill,Downtown/Seton Hill,District 11,District 40,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.6219222,39.295854899999995
1974.004.WPP.WaCam,NA,NA,South side of building facing pocket park,Mural,painted mural,removed,1974,NA,Wayne Cambern,Male,1617 Calvert Street,Baltimore,MD,21202,NA,Wall Painting Project,NA,NA,NA,NA,Greenmount West,Midtown,Midtown,District 12,District 45,layer underneath Charles Lawrence mural,Outdoor,NA,NA,NA,NA,NA,Mural,-76.6133549,39.308173999999994
1974.013.WPP.BoHie,node/4876916855,[We The People],111 E. Lafayette Avenue,Mural,painted mural,in place,1974,NA,Robert Hieronimus,Male,Lafayette & Saint Paul Street,Baltimore,MD,21202,NA,Wall Painting Project,NA,NA,NA,NA,Charles North,Midtown,Midtown,District 12,District 45,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.614498,39.309716
1974.012.WPP.AuSch,NA,[Group of beveled rectangles],NA,Mural,painted mural,in place,1974,NA,August Bill Schmidt,NA,1631 Mulberry Street,Baltimore,MD,21223,NA,Wall Painting Project,NA,NA,NA,NA,Franklin Square,Southwest Baltimore,Southwest Baltimore,District 9,District 40,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.64387,39.2929
1974.020.WPP.HiBro,NA,NA,NA,Mural,painted mural,painted over,1974,NA,Hilton,Male,1741 Park Avenue,Baltimore,MD,21217,NA,Wall Painting Project,NA,NA,NA,NA,Bolton Hill,Midtown,Midtown,District 11,District 40,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.62774799999998,39.310404999999996
2000.014.XXX.MaMea,NA,Ashburton Aery,Ashburton Elementary School,Sculpture,NA,NA,2000,NA,Mary Ann Mears,Female,NA,Baltimore,MD,NA,NA,NA,NA,NA,NA,NA,East Arlington,Dorchester/Ashburton,Dorchester/Ashburton,District 6,District 40,NA,Indoor,NA,Dr. Nathan A. Pitts Ashburton E/MS,Mayor & City Council,Baltimore City Public Schools,NA,Sculpture,-76.6699114,39.330865599999996
2015.009.AaW.StTow,NA,Looking Forward,YWCA Upton Childcare Center,Mural,mural,in place,2015,6/1/2015,Stephen Towns,Male,1901 Pennsylvania Avenue,Baltimore,MD,21217,NA,NA,NA,"Najee Adams, Courtney Edwards, Ruthvin Elbourne III, Katelyn Evans, Zachiya Gaines, Zanaide Gaines, Audacious Hopkins, Aryon Murphy, Rodregues Ross",NA,NA,Upton,Upton/Druid Heights,Upton/Druid Heights,District 11,District 40,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.636592,39.30539399999999
NA,NA,Baltimore Bar Memorial Column,NA,Monument,NA,in place – unconfirmed,NA,NA,Unknown,NA,111 N. Calvert Street,Baltimore,MD,21202,NA,NA,NA,NA,NA,NA,Downtown,Downtown/Seton Hill,Downtown/Seton Hill,District 11,District 46,NA,Indoor,NA,NA,Mayor & City Council,Baltimore City Department of General Services,NA,Monument,-76.61229685689682,39.29078843861702
1920.003.CHAP.unknown,NA,Baltimore City College War Memorial,Baltimore City College Belltower exterior,Relief,bronze,in place,1920,NA,NA,NA,3220 The Alameda,Baltimore,MD,21218,NA,NA,NA,NA,NA,NA,Better Waverly,The Waverlies,The Waverlies,District 14,District 43A,NA,Outdoor,NA,Baltimore City College,Mayor & City Council,Baltimore City Public Schools,NA,Relief,-76.60022349999998,39.325753899999995
NA,NA,Baltimore City College Vietnam War Memorial,NA,Memorial,NA,NA,2004,NA,Unknown,NA,3220 The Alameda,Baltimore,MD,21218,NA,NA,NA,NA,NA,NA,Better Waverly,The Waverlies,The Waverlies,District 14,District 43A,NA,Outdoor,NA,Baltimore City College,Mayor & City Council,Baltimore City Public Schools,NA,Memorial,-76.60022349999998,39.325753899999995
NA,way/336478444,Memorial Grove Pavilion,Grove of Remembrance,Building,"stone, wood",in place,1927,NA,Unknown,NA,Beechwood Drive,Baltimore,MD,21217,NA,NA,NA,NA,NA,NA,Druid Hill Park,Penn North/Reservoir Hill,Penn North/Reservoir Hill,District 7,District 40,NA,Outdoor,NA,Druid Hill Park,Mayor & City Council,Baltimore City Department of Recreation & Parks,NA,Other,-76.65187599999999,39.323537
NA,NA,Baltimore Love Mural #1,Mt. Washington Arboretum,Mural,painted mural,NA,2015,NA,Michael Owen,Male,Loch Lea Road and Kelly Avenue,Baltimore,MD,NA,NA,Baltimore Love Project,NA,NA,NA,NA,Mount Washington,Mount Washington/Coldspring,Mount Washington/Coldspring,District 5,District 41,NA,Outdoor,NA,Mount Washington Arboretum,NA,NA,NA,Mural,-76.6558511,39.366682499999996
NA,NA,Baltimore Love Mural #14,Northwestern High School,Mural,painted mural,NA,2015,NA,Michael Owen,Male,6900 Park Heights Avenue,Baltimore,MD,21215,NA,Baltimore Love Project,NA,NA,NA,NA,Fallstaff,Glen-Fallstaff,Glen-Fallstaff,District 5,District 41,Exact location unclear,Outdoor,NA,Northwestern High School,Mayor & City Council,Baltimore City Public Schools,NA,Mural,-76.70430949999998,39.36452449999999
NA,NA,Baltimore Love Mural #6,Waverly ,Mural,painted mural,NA,2015,NA,Michael Owen,Male,3133 Greenmount Avenue,Baltimore,MD,NA,NA,Baltimore Love Project,NA,NA,NA,NA,Better Waverly,The Waverlies,The Waverlies,District 14,District 43A,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.609143,39.32705500000001
NA,NA,Baltimore Love Mural #9,Hampden ,Mural,painted mural,NA,2015,NA,Michael Owen,Male,911 W. 36th Street,Baltimore,MD,NA,NA,Baltimore Love Project,NA,NA,NA,NA,Hampden,Medfield/Hampden/Woodberry/Remington,Hampden/Remington,District 14,District 40,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.631737,39.33101499999999
NA,NA,Baltimore Love Mural #3,Highlandtown,Mural,painted mural,NA,2015,NA,Michael Owen,Male,3429 Eastern Avenue,Baltimore,MD,NA,NA,Baltimore Love Project,NA,NA,NA,NA,Canton,Highlandtown,Highlandtown,District 1,District 46,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.56804399999999,39.286381
NA,NA,Baltimore Love Mural #15,Glenham Belhar ,Mural,painted mural,NA,2015,NA,Michael Owen,Male,5724 Belair Road,Baltimore,MD,NA,NA,Baltimore Love Project,NA,NA,NA,NA,Glenham-Belhar,Hamilton,Hamilton,District 2,District 45,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.544865,39.34339
NA,NA,Baltimore Love Mural #2,NA,Mural,painted mural,NA,2015,NA,Michael Owen,Male,Gwynn Falls Trail Head at Carroll Park,Baltimore,MD,21230,NA,Baltimore Love Project,NA,NA,NA,NA,Carroll Park,Washington Village/Pigtown,Pigtown/Carroll Park,District 10,District 40,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.647251,39.27187599999999
NA,NA,Baltimore Love Mural #20,Belvedere ,Mural,painted mural,NA,2015,NA,Michael Owen,Male,5857 York Road,Baltimore,MD,NA,NA,Baltimore Love Project,NA,NA,NA,NA,Belvedere,Chinquapin Park/Belvedere,Chinquapin Park/Belvedere,District 4,District 43A,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.60966099999999,39.363396
NA,NA,Baltimore Love Mural #7,Broadway East ,Mural,painted mural,NA,2015,NA,Michael Owen,Male,2313 E. North Avenue,Baltimore,MD,21213,NA,Baltimore Love Project,NA,NA,NA,NA,Broadway East,Clifton-Berea,Clifton-Berea,District 12,District 45,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.58524829999999,39.31232399999999
NA,NA,Baltimore Love Mural #16,Gwynns Falls Leakin Park ,Mural,painted mural,NA,2015,NA,Michael Owen,Male,4001 Clifton Avenue,Baltimore,MD,NA,NA,Baltimore Love Project,NA,NA,NA,NA,Gwynns Falls/Leakin Park,Forest Park/Walbrook,Forest Park/Walbrook,District 7,District 41,NA,Outdoor,NA,Gwynns Falls Leakin Park ,Mayor & City Council,Baltimore City Department of Recreation & Parks,NA,Mural,-76.68485400000002,39.311968
NA,NA,Baltimore Love Mural #4,Hollins Market ,Mural,painted mural,in place,2015,NA,Michael Owen,Male,1138 Hollins Street,Baltimore,MD,NA,NA,Baltimore Love Project,NA,NA,NA,NA,Hollins Market,Poppleton/The Terraces/Hollins Market,Poppleton/The Terraces/Hollins Market,District 9,District 40,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.63648299999998,39.287776
NA,NA,Baltimore Love Mural #5,Lauraville ,Mural,painted mural,NA,2015,NA,Michael Owen,Male,4251 Harford Road,Baltimore,MD,NA,NA,Baltimore Love Project,NA,NA,NA,NA,Arcadia,Lauraville,Greater Lauraville,District 3,District 45,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.573449,39.33811299999999
NA,NA,Baltimore Love Mural #17,Irvington ,Mural,painted mural,NA,2015,NA,Michael Owen,Male,4019 Frederick Avenue,Baltimore,MD,NA,NA,Baltimore Love Project,NA,NA,NA,NA,Irvington,Allendale/Irvington/S. Hilton,Allendale/Irvington/S. Hilton,District 8,District 41,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.682729,39.28147499999999
NA,NA,Baltimore Love Mural #19,Armistead Gardens Elementary School,Mural,painted mural,NA,2015,NA,Michael Owen,Male,5001 E. Eager Street,Baltimore,MD,21205,NA,Baltimore Love Project,NA,NA,NA,NA,Armistead Gardens,Claremont/Armistead,Orchard Ridge/Armistead,District 13,District 45,NA,Outdoor,NA,Armistead Gardens ES,Mayor & City Council,Baltimore City Public Schools,NA,Mural,-76.5526436,39.3047544
NA,NA,Baltimore Love Mural #8,Downtown ,Mural,painted mural,in place – unconfirmed,2015,NA,Michael Owen,Male,330 N. Howard Street,Baltimore,MD,NA,NA,Baltimore Love Project,NA,NA,NA,NA,Downtown,Downtown/Seton Hill,Downtown/Seton Hill,District 11,District 40,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.619939,39.29368699999999
NA,NA,Baltimore Love Mural #10,NA,Mural,painted mural,NA,2015,NA,Michael Owen,Male,1624 Eutaw Place,Baltimore,MD,NA,NA,Baltimore Love Project,NA,NA,NA,NA,Madison Park,Upton/Druid Heights,Upton/Druid Heights,District 11,District 40,Located on south side of building on a bridge attached to the back.,Outdoor,NA,Eutaw Marshburn ES,Mayor & City Council,Baltimore City Public Schools,NA,Mural,-76.62990299999998,39.306186
NA,NA,[Open Walls Baltimore mural],NA,Mural,mural,painted over,2012,NA,Gaia,Male,1 W. North Avenue,Baltimore,MD,NA,NA,Open Walls Baltimore 1,NA,NA,NA,NA,Charles North,Midtown,Midtown,District 12,District 40,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.616664,39.310836
NA,NA,Open Walls Baltimore [Wonderground],NA,Mural,painted mural,NA,2012,NA,Gary Kachadourian,Male, 401 E. Lanvale Street,Baltimore,MD,NA,NA,Open Walls Baltimore 1,NA,NA,NA,NA,Greenmount West,Midtown,Midtown,District 12,District 45,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.6106258,39.30878599999999
NA,NA,[Open Walls Baltimore mural],NA,Mural,mural,in place,2012,NA,Sten and Lex,NA, 1815 Barclay Street,Baltimore,MD,21202,NA,Open Walls Baltimore 1,NA,NA,NA,NA,Greenmount West,Midtown,Midtown,District 12,District 45,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.61071799999999,39.31073899999999
NA,NA,Walk the Line [ground mural],NA,Mural,"painted mural, ground mural",in place,2012,NA,"Katey Truhn, Jessie Unterhalter","Female, Female",105 E. Lafayette Avenue,Baltimore,MD,NA,NA,"Open Walls Baltimore 1, Open Walls Baltimore 2",NA,NA,NA,NA,Charles North,Midtown,Midtown,District 12,District 45,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.614592,39.309676999999994
NA,NA,[Open Walls Baltimore mural],NA,Mural,mural,painted over,2012,4/11/2012,Doodles,NA,1539 N. Calvert Street,Baltimore,MD,NA,NA,Open Walls Baltimore 1,NA,NA,NA,NA,Greenmount West,Midtown,Midtown,District 12,District 45,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.613294,39.30763799999999
NA,NA,[Open Walls Baltimore mural],NA,Mural,mural,in place,2012,NA,Mata Ruda,NA,1702 Latrobe Street,Baltimore,MD,NA,NA,Open Walls Baltimore 1,NA,NA,NA,NA,Greenmount West,Midtown,Midtown,District 12,District 45,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.61168,39.30933799999999
NA,NA,[Open Walls Baltimore mural],NA,Mural,mural,in place,2012,NA,Nanook,Male, 331 E. Lanvale Street,Baltimore,MD,NA,NA,Open Walls Baltimore 1,NA,NA,NA,NA,Greenmount West,Midtown,Midtown,District 12,District 45,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.61089299999999,39.30879999999999
NA,NA,[Open Walls Baltimore mural],NA,Mural,mural,painted over,2012,NA,Ever,NA,10 E. North Avenue,Baltimore,MD,NA,NA,Open Walls Baltimore 1,NA,NA,NA,NA,Charles North,Greater Charles Village/Barclay,Greater Charles Village/Barclay,District 12,District 40,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.6155478,39.31170869999999
NA,NA,"[Open Walls Baltimore mural/""King's and Castles Floating on Acrylic Mountains""]",NA,Mural,mural,in place,2012,NA,Freddy Sam,Male, 1727 N. Charles Street,Baltimore,MD,21201,NA,Open Walls Baltimore 1,NA,NA,NA,NA,Charles North,Midtown,Midtown,District 12,District 45,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.616154,39.309667
NA,NA,[Open Walls Baltimore mural],NA,Mural,mural,in place,2012,NA,Overunder,Male,329 E. Lafayette Street,Baltimore,MD,NA,NA,Open Walls Baltimore 1,NA,NA,NA,NA,Greenmount West,Midtown,Midtown,District 12,District 45,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.61096099999999,39.309857
NA,NA,[Open Walls Baltimore mural],NA,Mural,mural,in place,2012,NA,Vhils,Male,1539 N. Calvert Street,Baltimore,MD,NA,NA,Open Walls Baltimore 1,NA,NA,NA,NA,Greenmount West,Midtown,Midtown,District 12,District 45,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.613294,39.30763799999999
NA,NA,[Open Walls Baltimore mural],NA,Mural,mural,in place,2012,NA,Chris Stain,Male,1703 Latrobe Street,Baltimore,MD,NA,NA,Open Walls Baltimore 1,NA,NA,NA,NA,Greenmount West,Midtown,Midtown,District 12,District 45,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.61139899999999,39.30933799999999
NA,NA,[Open Walls Baltimore mural],NA,Mural,mural,in place,2012,NA,Jaz,NA, 406 E. Oliver Street,Baltimore,MD,21202,NA,Open Walls Baltimore 1,NA,NA,NA,NA,Greenmount West,Midtown,Midtown,District 12,District 45,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.61047,39.30703499999999
